Formula,sigma bond length_aPbO2,Cation sigma_aPbO2,DeltaH_aPbO2,sigma bond length_bad,Cation sigma_bad,DeltaH_bad,sigma bond length_rut,Cation sigma_rut,DeltaH_rut,rho_aPbO2,rho_bad,rho_rut,Min_rho,Min_Crystal_rho,Min_Crystal_DeltaH,Min_Crystal_sigma
"['Ce', 'Ge', 'Pt', 'Rh']",0.1212148569412428,0.0685113842550773,0.4253991536151416,0.1450926719678201,0.0676669444735172,0.4035896375177037,0.1453590332425019,0.0580739475275688,0.3663243896338946,4.32009236432906,4.122629619349606,3.7120506734058303,3.7120506734058303,rut,rut,rut
"['Ce', 'Hf', 'Rh', 'V']",0.1316377835817145,0.0845518093628492,0.3523529994409351,0.132021587657242,0.094908533547425,0.3646789212399177,0.1275708926458648,0.084195811484135,0.3340162973578913,3.8724789108512327,4.100813446260909,3.721118096312058,3.721118096312058,rut,rut,rut
"['Ce', 'Ru', 'Ti', 'Zr']",0.1282569805156998,0.0673707848190488,0.357830181517361,,,,0.1162904797475973,0.0819265509000743,0.4077712845290193,3.726210840468122,,4.299655994356153,3.726210840468122,aPbO2,aPbO2,aPbO2
"['Ce', 'Ir', 'Mn', 'Ti']",0.1400674148105144,0.083591516239649,0.3465023474639492,0.1381630461383188,0.0854743124611483,0.3344595549042379,0.0565967045652642,0.092979878571797,0.3252228904842296,3.8135933576227146,3.7408581790219224,3.7684331977611243,3.7408581790219224,bad,rut,aPbO2
"['Ge', 'Nb', 'Pt', 'Ru']",0.0661026264842392,0.0581271994410865,0.3973808006195867,0.0681191210239404,0.0633509491292706,0.3954480249747938,0.0586891150226323,0.0732484183189714,0.3533605665617934,3.9856757762990047,4.012954296156675,3.7501942858833086,3.7501942858833086,rut,rut,aPbO2
"['Ir', 'Nb', 'Sn', 'V']",0.0716374240297787,0.0746968820250002,0.4143939646950825,0.070478924524461,0.0681054733816538,0.4068407662526665,0.0636923278906096,0.0648007710939319,0.3638203392918866,4.282291495866449,4.1548643530551574,3.752117615394981,3.752117615394981,rut,rut,rut
"['Ce', 'Ir', 'Rh', 'Zr']",0.1043149578996167,0.0688540679119222,0.3956357881610781,0.1039162556173624,0.0668634639380458,0.3918733320424916,0.0945222746306301,0.0695052672670934,0.358399311719948,4.0648360541869035,4.013659516177119,3.7528381161247584,3.7528381161247584,rut,rut,bad
"['Ce', 'Hf', 'Ru', 'Ti']",0.1249787598754141,0.066357858653453,0.3808884349242234,0.1266880495737364,0.06006454317321,0.3692394816615127,0.1124622743072678,0.0643786439141012,0.3888997581451221,3.9139839758545767,3.75508139583585,3.965056269650731,3.75508139583585,bad,bad,bad
"['Ge', 'Nb', 'Pb', 'Ru']",0.1541639723544988,0.0829329949254397,0.3402901764627533,,,,0.1590684948463148,0.099028701686152,0.3256131053054201,3.755535186779013,,3.8563722268719753,3.755535186779013,aPbO2,rut,aPbO2
"['Ce', 'Mn', 'Pb', 'Ti']",,,,,,,0.1544642010776036,0.079531119540745,0.3454307276812312,,,3.75608957720833,3.75608957720833,rut,rut,rut
"['Ce', 'Ir', 'Pt', 'Ru']",,,,0.1176436212913583,0.0679015627493515,0.4048089775119257,0.1235370952377515,0.0635197375794203,0.3657008463353639,,4.1353614962942125,3.7561019417727577,3.7561019417727577,rut,rut,rut
"['Ce', 'Ge', 'Hf', 'Pt']",0.1283462142528888,0.0741326417398859,0.3542581794838142,0.1256770383352337,0.0814436962441103,0.3545063261328138,0.1168890787772751,0.0840231683731333,0.3606365545185248,3.7673572026784816,3.85268544348375,3.933193023436953,3.7673572026784816,aPbO2,aPbO2,aPbO2
"['Ir', 'Nb', 'Pt', 'V']",,,,0.0600204797858757,0.062985546989061,0.3680543998964376,0.0601305727139804,0.0778081471136588,0.352367924511662,,3.771433134330777,3.792906662810551,3.771433134330777,bad,rut,bad
"['Nb', 'Ru', 'Sn', 'V']",0.0742496876117434,0.0575244599168614,0.3834006602872195,0.0723784604118329,0.0679884704981793,0.3819755484393292,0.065516675331437,0.072409831387723,0.3570099828848159,3.857324686065634,3.938911456393588,3.7716910149306644,3.7716910149306644,rut,rut,aPbO2
"['Ce', 'Ir', 'Sn', 'Zr']",0.1052923558567072,0.0609752069851579,0.3708915217788933,0.0941421522257974,0.0637820180720026,0.3726330375545066,0.0787692778047218,0.073465940346435,0.3819408160606121,3.7776372025728766,3.81847061576578,3.9931149130305323,3.7776372025728766,aPbO2,aPbO2,aPbO2
"['Ce', 'Pt', 'Ru', 'Sn']",0.1015847267145159,0.0713403180366441,0.3864684747785905,0.1005528262668678,0.0656141001600988,0.3987489488434779,0.0927758020817262,0.0672326901664765,0.364098083109047,4.010198193503616,4.061905435831598,3.7782882038651064,3.7782882038651064,rut,rut,bad
"['Ce', 'Ge', 'Sn', 'V']",0.1486079420621997,0.0866966119133575,0.3773700442072192,0.1563342577678775,0.075231019535909,0.3548016045596158,,,,4.10116543698846,3.7840027280667634,,3.7840027280667634,bad,bad,bad
"['Ce', 'Mn', 'Nb', 'Rh']",,,,0.1255220695707022,0.0962549870102552,0.3214519188406655,0.119753166432904,0.1055891379925037,0.336864696975816,,3.7855873490100294,4.03502632090949,3.7855873490100294,bad,bad,bad
"['Ce', 'Ir', 'Pt', 'Ti']",0.1129478823709886,0.0691064191294718,0.3882039995293569,0.114435901126094,0.0675630905374653,0.3859433206381775,0.1271320570255223,0.0717607486438282,0.3615318318893168,4.0032288270767165,3.9690041177909987,3.8028294177200475,3.8028294177200475,rut,rut,bad
"['Ge', 'Nb', 'V', 'Zr']",0.10968530038168,0.0735263146409732,0.3858567917642999,0.1184645174514242,0.0674957143774921,0.367498986858318,0.0928320255462616,0.0922676734529879,0.3832808527557416,4.02697043198707,3.809964307919083,4.2159760222167275,3.809964307919083,bad,bad,bad
"['Ce', 'Pt', 'Ru', 'Ti']",0.1192663064137517,0.0717547373910299,0.3846240392317437,0.1243419178964437,0.0686157816582612,0.3738906001311743,0.1255663218441943,0.0776195104497231,0.3551638291266155,3.998584825275632,3.875696038095002,3.8138129958647777,3.8138129958647777,rut,rut,bad
"['Ce', 'Ir', 'Pb', 'Ru']",0.1527436348989172,0.0836307520191503,0.3584776455578593,0.1545127040008975,0.0820748847569173,0.3493289306300022,0.135763495822347,0.0773070686779996,0.3590056972615345,3.9109660505212496,3.8180740378715305,3.8420598007399236,3.8180740378715305,bad,bad,rut
"['Ce', 'Ge', 'Mn', 'Pt']",,,,0.1323874250199173,0.0887612873525335,0.3523188267518407,0.1089087154024954,0.0861718358184648,0.3435949044857942,,3.9244113437030683,3.8223036346015022,3.8223036346015022,rut,rut,rut
"['Ce', 'Ge', 'V', 'Zr']",0.1596487986723572,0.0916510279626822,0.3351868028974936,0.1456985315490519,0.0950286688188688,0.3313189913566292,0.1639607495538576,0.1112004113135989,0.3727846073054452,3.8272194605399124,3.8432862407060138,4.384078563476773,3.8272194605399124,aPbO2,bad,aPbO2
"['Ce', 'Hf', 'Mn', 'Rh']",0.1179677795820387,0.0800712556870415,0.37391426998692,0.1174720067894126,0.0754969302178258,0.360138240631799,0.1074885915278463,0.0810870092185089,0.3559625500458248,3.996612385902613,3.831358872868809,3.8603844605886413,3.831358872868809,bad,rut,bad
"['Ce', 'Rh', 'V', 'Zr']",0.1416411961870652,0.0881848383752556,0.3417500726061533,0.1420073775362539,0.0935604879093617,0.336336394165162,0.1322956906623487,0.094871408887155,0.3562765177698885,3.833240460193525,3.861783106830956,4.034310050664297,3.833240460193525,aPbO2,bad,aPbO2
"['Ce', 'Ge', 'Mn', 'Sn']",,,,0.1401273810503919,0.0839574707824947,0.3490979338571822,0.1300806995524629,0.0814985637160359,0.3599802670790328,,3.8389815796126237,3.8980672821060347,3.8389815796126237,bad,bad,rut
"['Ce', 'Ge', 'Ti', 'V']",0.1621690175791419,0.0786125788552607,0.3756113985849731,0.1681198130901715,0.0798428420115431,0.355154301778243,0.0737327849016444,0.086479462413597,0.3833951911499413,3.994564495953171,3.839257471989107,4.147887495887752,3.839257471989107,bad,bad,aPbO2
"['Ce', 'Mn', 'Nb', 'Ru']",,,,0.1335202133526664,0.0787449450092236,0.3566999378193021,0.0558402834796318,0.0837223105343369,0.3527810527512987,,3.8393103545072162,3.8658731482901527,3.8393103545072162,bad,rut,bad
"['Ce', 'Ir', 'Rh', 'Ru']",,,,0.121972640678808,0.0621539977570671,0.3772023051656559,,,,,3.8431879800959314,,3.8431879800959314,bad,bad,bad
"['Ce', 'Ge', 'Mn', 'Ru']",0.1497916410263863,0.0785957872987,0.3578774873539991,0.1323028410828005,0.0799480809304507,0.3639801460379175,0.1238984214181631,0.0729934603999288,0.379238579717839,3.8473124681620945,3.913055602335682,3.9653491573476765,3.8473124681620945,aPbO2,aPbO2,rut
"['Ce', 'Ge', 'Pt', 'Ti']",0.1391366406201452,0.0721904740121926,0.3821833057324397,0.138799781422843,0.0736516448788016,0.3722740502863999,0.1583949541664208,0.0798914328453981,0.3568545598454875,3.982177984412354,3.9132855693614346,3.853772232362186,3.853772232362186,rut,rut,aPbO2
"['Ce', 'Hf', 'Ir', 'Sn']",0.0915684550626298,0.0637714180619717,0.3767787764299646,0.0930946843213733,0.0620832476234296,0.3830711234029378,0.0819907313877503,0.0734570906784567,0.374589726095798,3.854272819765513,3.893685074700637,3.9307979951828163,3.854272819765513,aPbO2,rut,bad
"['Ce', 'Pt', 'Ru', 'V']",,,,0.1266947057620923,0.0839358657662558,0.3751303775308665,0.1373521149830731,0.0733997546198881,0.3658022749686305,,4.050593268800665,3.8561168681413034,3.8561168681413034,rut,rut,rut
"['Ce', 'Ge', 'Pb', 'Ru']",0.1946084130464078,0.0843900077745249,0.3509567831768905,,,,0.0695480748701416,0.0920241758675739,0.3984239181308879,3.859246010709687,,4.335772605382887,3.859246010709687,aPbO2,aPbO2,aPbO2
"['Ce', 'Ge', 'Pt', 'Sn']",0.1192476902843044,0.0714504166479116,0.3858307835766226,0.1247320342589805,0.0802193550096357,0.395267067948776,0.0994900706732599,0.0617997466102058,0.3806483836558243,4.005845322512975,4.176401170234827,3.8700311007899972,3.8700311007899972,rut,rut,rut
"['Ge', 'Ir', 'Nb', 'Pb']",0.176725086070338,0.1000443291252031,0.3558920656511875,,,,0.1588703176014824,0.0970909944476446,0.3322436238465558,4.1004805264280595,,3.878957130281438,3.878957130281438,rut,rut,rut
"['Ce', 'Rh', 'Ru', 'Zr']",0.1120270368146689,0.0641769485830658,0.3830634757592319,0.1107149523491472,0.0721528884143763,0.3916663406131588,0.0917023603605346,0.05821066125211,0.3871208802901362,3.9125126164760067,4.0626768004571705,3.8958194429886643,3.8958194429886643,rut,aPbO2,rut
"['Ce', 'Hf', 'Ir', 'Rh']",0.0987003435318931,0.0708611902473751,0.3853236971895786,0.0994543597669306,0.0680918974130768,0.3881258148244608,0.093650331053165,0.0738739306093684,0.3700487061139217,3.9956653819444305,3.992843615469496,3.896875708019253,3.896875708019253,rut,rut,bad
"['Ce', 'Ru', 'Sn', 'Ti']",0.121261392609846,0.0639699456903044,0.4057143234321074,0.1201331544926749,0.0636350276610038,0.4060022762659869,0.1131763007635311,0.059411068416059,0.3863345125678457,4.108162831415418,4.1077828966089935,3.899007739924147,3.899007739924147,rut,rut,rut
"['Ce', 'Ir', 'Mn', 'Nb']",,,,0.1282464332293469,0.0919545936496669,0.3863784371712953,0.1354936503185405,0.0804808291560413,0.3648508730907949,,4.237174494304788,3.9263156874735077,3.9263156874735077,rut,rut,rut
"['Nb', 'Pt', 'Ru', 'Zr']",0.0737401849864453,0.0600548164808064,0.4161037715490501,0.0750244318990276,0.0720716701477196,0.40999245113818,0.0605664004329468,0.0684107528122142,0.3809437330938436,4.166903576166435,4.219163490586914,3.9341285412713427,3.9341285412713427,rut,rut,aPbO2
"['Ce', 'Ir', 'Pt', 'Zr']",0.1016279029732326,0.0768670080981684,0.3709380568381784,0.0998312872776888,0.0816724084211768,0.3864861535530055,0.0883631406597049,0.0828963923554639,0.372783821504659,3.9364700304440805,4.118854830636813,4.019321972183061,3.9364700304440805,aPbO2,aPbO2,aPbO2
"['Ce', 'Ir', 'Sn', 'Ti']",0.1173881591286347,0.0674515149275958,0.4209235396105333,0.1190454207161345,0.0643718157352375,0.3966359754062329,0.1064385308154497,0.0666839129862274,0.3839093840744203,4.271647144455204,4.032366021115226,3.943135197391895,3.943135197391895,rut,rut,bad
"['Ce', 'Ge', 'Rh', 'Ti']",0.1409006136166644,0.0638979205661107,0.4180656722018101,0.1402001894741202,0.0670639791216712,0.4004124659039201,0.1539770151318581,0.0670311902824928,0.3838419627265113,4.215917838767207,4.089531870164021,3.945837593797013,3.945837593797013,rut,rut,aPbO2
"['Ce', 'Ge', 'Hf', 'V']",,,,0.1435141469966507,0.0965177659952607,0.3428751454691481,0.1413782897032493,0.0802541923605117,0.3733209198590019,,3.952309454280824,3.993740729110142,3.952309454280824,bad,bad,rut
"['Hf', 'Ir', 'Nb', 'Pt']",,,,0.0565825198610586,0.0743279966799733,0.4037980145186797,0.0467334385522809,0.0796655777466564,0.3708934145829534,,4.187923953335784,3.967023275160742,3.967023275160742,rut,rut,bad
"['Ce', 'Ir', 'Rh', 'Sn']",0.1002367765928674,0.0688710993472056,0.3844179035824258,0.0980409784214207,0.0657148937907682,0.4111199609246068,,,,3.968422194006545,4.17070009217257,,3.968422194006545,aPbO2,aPbO2,bad
"['Ce', 'Ge', 'Ir', 'Mn']",0.1389624008965818,0.0856121958744195,0.3881622277948215,0.1442143146801152,0.0858834753185366,0.3879025146961679,0.0646792872883835,0.0779856052115317,0.3744307334372392,4.177055814340283,4.178023746564756,3.9778452407984934,3.9778452407984934,rut,rut,rut
"['Ir', 'Nb', 'Pt', 'Sn']",0.0535981641148935,0.0701152187598074,0.4151494501622483,0.0542787888530858,0.069186423921463,0.4102499832839417,0.0485799530126079,0.0712695779192234,0.388993049655598,4.24539809999557,4.194362194034701,4.031083239013318,4.031083239013318,rut,rut,bad
"['Hf', 'Nb', 'Ru', 'V']",0.0748569498992164,0.0628148142395827,0.3986000162313603,0.0790490390198239,0.0654366372195257,0.4046159160439808,,,,4.035834995239646,4.111445459751146,,4.035834995239646,aPbO2,aPbO2,aPbO2
"['Ce', 'Hf', 'Ir', 'Ti']",0.1179370149963995,0.0685832092341123,0.3928222472785085,0.1214030602355364,0.069908828077647,0.3959955653891063,0.1083863306196217,0.0705704935277893,0.3911982240441665,4.037999767173993,4.077965662449811,4.0431230981158395,4.037999767173993,aPbO2,rut,aPbO2
"['Ce', 'Hf', 'Nb', 'Rh']",0.1145517589357579,0.0719291005385857,0.3896186936748984,0.1108251634494841,0.0687812347513325,0.404499415281184,0.1029516823251519,0.0851833952555911,0.3924650826430111,4.042958632060566,4.140783324727843,4.207699704217958,4.042958632060566,aPbO2,aPbO2,bad
"['Ce', 'Ru', 'Sn', 'V']",0.1259076012415875,0.0730525216730462,0.3889882005031913,0.1228504959367051,0.0774566223386481,0.4012493553064322,0.1109460177752714,0.071136119605914,0.3995704536152749,4.048810279193223,4.19782631850448,4.1205023387166495,4.048810279193223,aPbO2,aPbO2,rut
"['Ce', 'Hf', 'Ru', 'V']",0.1280709453752631,0.078012468087075,0.3990438343877214,0.1293970102634159,0.0755298681002487,0.3864034733191586,0.1096189899725267,0.0815125693410449,0.4159316624888474,4.18490978373208,4.052227117999388,4.364085393748288,4.052227117999388,bad,bad,bad
"['Ce', 'Nb', 'Pt', 'Rh']",,,,0.1081662104144661,0.0727302004917638,0.3949320840237877,0.1248212993617686,0.0899780339493831,0.3669931391637586,,4.0963109109433775,4.056869450452033,4.056869450452033,rut,rut,bad
"['Ce', 'Ir', 'Pt', 'Sn']",0.0917009252973779,0.067571298365004,0.4045510266477885,0.0956446071324317,0.070647322996308,0.3933076471191663,,,,4.1301018821991535,4.061972139248527,,4.061972139248527,bad,bad,aPbO2
"['Ce', 'Ge', 'Mn', 'Rh']",,,,0.1209954807549493,0.0905943943767426,0.4247127562879536,0.0572246364993416,0.0793314301913064,0.3837383376411916,,4.535613606580599,4.070261878919273,4.070261878919273,rut,rut,rut
"['Ce', 'Ru', 'V', 'Zr']",0.1369251227256162,0.0796115536822476,0.3840005934932149,0.1306147476780682,0.0810957015738815,0.3908324586797169,0.1180540661394747,0.0833298010229594,0.3971773857926157,4.07550295405845,4.148750102137267,4.22615315998078,4.07550295405845,aPbO2,aPbO2,aPbO2
"['Hf', 'Nb', 'Ru', 'Ti']",0.0884686269656987,0.0570518798072431,0.4429865437022986,0.0903150009029004,0.0572179569536224,0.524441006874456,0.072919963241809,0.0646225740922061,0.4040410486427621,4.3834306104092775,5.119726021943021,4.09923114424014,4.09923114424014,rut,rut,aPbO2
"['Ce', 'Ir', 'Ti', 'Zr']",0.1239072986324325,0.0722152964222225,0.3987639750469283,0.1265370104981276,0.0688617502549395,0.3997254770444689,0.1097308611596713,0.0616743747640874,0.4146536591462526,4.124047779501211,4.100228619953043,4.167286028280429,4.100228619953043,bad,aPbO2,rut
"['Hf', 'Nb', 'Sn', 'Ti']",0.0958002018773887,0.0731444087808637,0.4141563727784652,0.0945947338805088,0.0758211719924703,0.4123305116157647,0.0684707313987097,0.0685932915479503,0.4006863579785547,4.265267847220595,4.2756510072444955,4.106029101226073,4.106029101226073,rut,rut,rut
"['Ce', 'Ge', 'Mn', 'Pb']",0.1764344880986867,0.0835696326470953,0.3853543544200324,0.1774600296745195,0.0830728297570516,0.3837312819806246,0.1660161571615998,0.0856553873834514,0.3796931024465646,4.130669185388393,4.111637665420752,4.107962913100754,4.107962913100754,rut,rut,bad
"['Ge', 'Nb', 'Ru', 'V']",,,,0.0806532333209212,0.0688827592663318,0.4293349020216164,0.0674093141938431,0.0810480363831424,0.386652485616854,,4.357742681651612,4.113354031927756,4.113354031927756,rut,rut,bad
"['Ir', 'Nb', 'Ti', 'V']",0.0745765404094444,0.0592089571283373,0.4239000786780194,0.0762336526267709,0.0674939831812707,0.4321288772746916,0.0709323728005981,0.0735041358594018,0.396492109180051,4.229353404941673,4.3700854826545585,4.117325787181335,4.117325787181335,rut,rut,aPbO2
"['Ge', 'Ir', 'Nb', 'Pt']",0.0590748506295859,0.0641883841396002,0.4204018682990256,0.0594981655591007,0.0674483743780734,0.4191219576183886,0.0552609086644293,0.0756179662811073,0.394088612690302,4.238913868016007,4.2558845809380585,4.118224748675857,4.118224748675857,rut,rut,aPbO2
"['Ge', 'Nb', 'Ru', 'Ti']",,,,0.0846947607450286,0.0541020328665988,0.4667627964451153,0.0689464124399909,0.0590174242667607,0.4119622421667532,,4.577038707405762,4.121906091300408,4.121906091300408,rut,rut,bad
"['Ce', 'Hf', 'Ir', 'V']",0.1210492118703726,0.0780224203871723,0.409061609090239,0.1197247390844751,0.0813239681592798,0.4111953556844714,0.1109109797273593,0.073616754580644,0.3980340136185578,4.269903762172284,4.322126502552158,4.131613732576624,4.131613732576624,rut,rut,rut
"['Ce', 'Ir', 'Sn', 'V']",0.1205545688252567,0.0801657689227961,0.4118383553950284,0.1201738571823525,0.0798491521884869,0.4118708970399982,0.1047851806734384,0.0808041091930197,0.3893789156523564,4.315477100179098,4.312476341147199,4.13342968333252,4.13342968333252,rut,rut,bad
"['Ir', 'Nb', 'Pt', 'Zr']",0.0686225439762117,0.0784857401061222,0.4353033480182109,0.0696619523861035,0.0754869628536198,0.4247558533670723,0.061188661316189,0.0648570679715242,0.4096882305828533,4.498559184101061,4.3789428235285275,4.150669171064353,4.150669171064353,rut,rut,rut
"['Ce', 'Ge', 'Pb', 'Rh']",0.1675345819735504,0.0672901539458619,0.4084901455340857,0.173157071906601,0.080084111302436,0.400579314274073,0.0704696466717157,0.0875332051534179,0.4220176589069462,4.161794837445496,4.219604536753193,4.47942335977634,4.161794837445496,aPbO2,bad,aPbO2
"['Ce', 'Nb', 'Rh', 'Zr']",0.1329606344572097,0.077071682734452,0.3978711861235924,0.1333412155932426,0.0815498365388711,0.3944080578725968,0.1095515382474556,0.0830551720438089,0.4085548936179366,4.165238701925476,4.183571454106467,4.318291864836762,4.165238701925476,aPbO2,bad,aPbO2
"['Ce', 'Ru', 'Ti', 'V']",0.139690598331072,0.0758896598528414,0.4111356023365422,0.1413845446771935,0.0792135682728981,0.4141279603854597,0.0610667056105831,0.0727997635401548,0.4071875788003352,4.266116489006791,4.32508245778863,4.202020313954918,4.202020313954918,rut,rut,rut
"['Ce', 'Ge', 'Ir', 'Rh']",0.1430061239323421,0.0782481181542125,0.470949712598097,,,,0.1478565878309883,0.0668976131566316,0.414338323622422,4.804205620640602,,4.209249907940819,4.209249907940819,rut,rut,rut
"['Ce', 'Ge', 'Rh', 'Zr']",0.1338050689726699,0.0813460929234794,0.4121099048541312,0.1355740333219256,0.0675175759745502,0.4138440182972163,0.1148956726034912,0.0817424298391698,0.4239715076053771,4.330074196933871,4.210461216626606,4.434509406489953,4.210461216626606,bad,aPbO2,bad
"['Ir', 'Nb', 'Ru', 'V']",,,,0.0565077543640575,0.0585380439596228,0.4350126195112116,0.0535273783112652,0.0674360629764108,0.4140092901272316,,4.323145857647938,4.211172837213606,4.211172837213606,rut,rut,bad
"['Ce', 'Nb', 'Pb', 'Ru']",,,,,,,0.0643855627612946,0.1035658724698424,0.3650947020500084,,,4.219271490428107,4.219271490428107,rut,rut,rut
"['Nb', 'Ru', 'Sn', 'Ti']",0.0851838733860144,0.0578137902407441,0.4480410451881393,0.0857043183214364,0.0589962247007658,0.4448480898117122,0.0700816739616343,0.0716716459386394,0.4104619098611,4.4342521571622555,4.414395543305925,4.219408490871293,4.219408490871293,rut,rut,aPbO2
"['Ce', 'Ge', 'Rh', 'Ru']",0.1298720819580795,0.0736292775919231,0.4605656883707771,0.1306138825408664,0.0642099287760095,0.4523154794264092,0.111080876112833,0.0599314156251393,0.4236173956690825,4.672408493627105,4.520980058271805,4.232518502603176,4.232518502603176,rut,rut,rut
"['Hf', 'Nb', 'Sn', 'Zr']",0.0892322903830248,0.0769422068084909,0.4077447071922471,0.1049474896344286,0.0778539128570012,0.4583471476048366,0.0510423146335476,0.0690357507245279,0.4164472847474947,4.247742314435188,4.691237756856038,4.246797240611465,4.246797240611465,rut,aPbO2,rut
"['Ge', 'Ir', 'Nb', 'V']",0.0755350109093343,0.0695069641880437,0.4656608707362677,0.0755864757361405,0.0773317672031163,0.4621618764635071,0.067839164433049,0.069424537299027,0.417821399676817,4.681944400449246,4.719516097638151,4.262271667329285,4.262271667329285,rut,rut,rut
"['Ce', 'Ge', 'Pt', 'Ru']",0.1279796576349496,0.0796121745298264,0.4563591314304016,0.1264996187716601,0.079814048844747,0.4401703992734607,0.141260338846044,0.0774163071105777,0.4091039340122773,4.690518223766721,4.553255061083952,4.264104038145554,4.264104038145554,rut,rut,rut
"['Ce', 'Nb', 'Rh', 'Sn']",0.1109055750732222,0.067423254321789,0.420772047684772,0.1107165772262903,0.0659185566571388,0.424689180395231,0.103184651396799,0.0781752299291485,0.4120456687297258,4.270074659528461,4.2912955394597825,4.296816671612593,4.270074659528461,aPbO2,rut,bad
"['Ce', 'Ir', 'Ti', 'V']",0.1356496572584514,0.0813545064158047,0.4278855282880567,0.1353876066973008,0.0738069962266432,0.4141145330621523,0.0592616160574769,0.0875076623544821,0.4095528547718263,4.463763359650974,4.271271768228159,4.375356367880922,4.271271768228159,bad,rut,bad
"['Ce', 'Nb', 'Rh', 'Ti']",0.1525858329085012,0.0748090519005007,0.4165646559255807,,,,0.1276670498487132,0.0858382002463572,0.4003131832827451,4.3020109729881115,,4.280051912770155,4.280051912770155,rut,rut,aPbO2
"['Hf', 'Nb', 'Ru', 'Sn']",0.0718836508450627,0.0575278112103135,0.4445360610751034,0.0732107552136715,0.0614489181925153,0.454877111470152,0.0607783747657652,0.0685972572661509,0.4210577765725016,4.400774671482194,4.522358273759199,4.282984876022246,4.282984876022246,rut,rut,aPbO2
"['Ce', 'Ge', 'Hf', 'Rh']",0.1270977645982408,0.0697682903884497,0.4309032579657179,0.1291454094395898,0.0709607223197729,0.419139700951086,0.1325750266584169,0.0757519815965233,0.4333498669988893,4.379274071060453,4.287785880654634,4.455483632508409,4.287785880654634,bad,bad,aPbO2
"['Ce', 'Ir', 'V', 'Zr']",0.1296304413717974,0.0869041314881458,0.4077750708661636,0.129117145569552,0.0913477912660204,0.4176422582990593,0.1115492489695052,0.0792906008799619,0.4107476221599651,4.35387036628126,4.485556910821208,4.297200728022549,4.297200728022549,rut,aPbO2,rut
"['Nb', 'Ru', 'V', 'Zr']",0.0889636231091244,0.0621367558936815,0.4313024765827089,0.0922296421098536,0.0695101608562941,0.4226401926900758,,,,4.318207904614396,4.3049589966691775,,4.3049589966691775,bad,bad,aPbO2
"['Ce', 'Nb', 'Rh', 'V']",,,,0.1337210184256562,0.0823264095012144,0.4292397145123123,0.1292677718941108,0.0832631943275576,0.4082963487476538,,4.485181098444544,4.31835890818407,4.31835890818407,rut,rut,bad
"['Nb', 'Sn', 'Ti', 'Zr']",0.1041496861918766,0.0796557563951977,0.4277361484751196,0.108125365020787,0.0717833632448233,0.4234392436644612,0.0786425849659185,0.0875763118918167,0.4294148456671074,4.445362405177628,4.332645200999622,4.541788812825022,4.332645200999622,bad,bad,bad
"['Ce', 'Ge', 'Ir', 'Pt']",0.1221638938172443,0.0755110744443678,0.4567626294876001,0.1431556066044134,0.0865276328466265,0.4635274129755311,0.1419616616624592,0.0675055474783329,0.4278585699052799,4.656037154673754,4.81940021319855,4.3327729345902695,4.3327729345902695,rut,rut,rut
"['Ce', 'Ge', 'Rh', 'Sn']",0.1214435851971889,0.0656585351800605,0.4341184036174548,0.123022662943066,0.0859745182149646,0.4348184213214177,0.1020693563057566,0.0699897943097589,0.428880810342819,4.371966335425472,4.570205954094875,4.3636160346154105,4.3636160346154105,rut,rut,aPbO2
"['Ge', 'Hf', 'Nb', 'Ti']",0.1036081885506835,0.0874070800576561,0.4751454871263947,,,,0.0736228786122869,0.0642505605343209,0.4357223203940537,4.92735776741736,,4.374440858665519,4.374440858665519,rut,rut,rut
"['Ce', 'Ge', 'Ir', 'Pb']",0.0813437218912584,0.1037911039861892,0.3847796525995361,,,,,,,4.374590790830252,,,4.374590790830252,aPbO2,aPbO2,aPbO2
"['Ce', 'Nb', 'Pt', 'Zr']",,,,0.1358592718827753,0.0822773771872475,0.4164191535515371,0.110902437069256,0.0772626997421916,0.446128832194784,,4.376197876835692,4.580037697760261,4.376197876835692,bad,bad,rut
"['Ge', 'Nb', 'Sn', 'Ti']",0.0995062138756002,0.07516832247063,0.4503612657852143,0.0986079246337354,0.0732409999113198,0.4525657399584579,0.0762657598936045,0.0779992992458061,0.4217829877679397,4.597285286860787,4.599121710099462,4.37803140322134,4.37803140322134,rut,rut,bad
"['Ce', 'Ge', 'Rh', 'V']",0.153631907426738,0.0896628893037941,0.407980221500857,0.1533669616574549,0.0938089752321069,0.4292747512224295,0.1290932733185504,0.0988808783801785,0.418180942166078,4.386661425708444,4.609548146009294,4.578172881836444,4.386661425708444,aPbO2,aPbO2,aPbO2
"['Ce', 'Ir', 'Ru', 'V']",,,,0.1233674557154861,0.0752276472971124,0.4521453887634461,0.1397314726218042,0.0726169774820323,0.4294652702319066,,4.613325183685318,4.392568268108018,4.392568268108018,rut,rut,rut
"['Ce', 'Hf', 'Nb', 'Pt']",0.1141877053669833,0.0772347036019117,0.4352702532669497,0.1143871299695339,0.0767916907212979,0.4251153089265607,0.1059572938730742,0.0916462781893843,0.4498054480112436,4.486177404583002,4.394664617579193,4.756501533373775,4.394664617579193,bad,bad,bad
"['Hf', 'Ir', 'Nb', 'V']",0.0747486426118077,0.0829441520362411,0.4421648550204891,0.071550390222947,0.0755592556701698,0.427337604733963,0.0664637417778323,0.0895660875554879,0.414986822587756,4.601347033942161,4.401849130907476,4.443461640831312,4.401849130907476,bad,rut,bad
