Formula,sigma bond length_aPbO2,Cation sigma_aPbO2,DeltaH_aPbO2,sigma bond length_bad,Cation sigma_bad,DeltaH_bad,sigma bond length_rut,Cation sigma_rut,DeltaH_rut,rho_aPbO2,rho_bad,rho_rut,Min_rho,Min_Crystal_rho,Min_Crystal_DeltaH,Min_Crystal_sigma
"['Nb', 'Pt', 'Rh', 'Ti', 'Zr']",0.083919700317047,0.0606952708627475,0.2646270712617585,0.0828277520426006,0.0527334587957528,0.2553581100319313,0.0696777233594678,0.0532924589878621,0.2163339176433901,2.8747249926482064,2.7079244798457474,2.3945601418432725,2.3945601418432725,rut,rut,bad
"['Ir', 'Pt', 'Rh', 'Sn', 'Zr']",0.0538735391635198,0.0599407793924661,0.2052193391831984,0.0529328935005837,0.0649130929548354,0.2111493229725304,,,,2.395523107656378,2.510739347429105,,2.395523107656378,aPbO2,aPbO2,aPbO2
"['Hf', 'Ir', 'Rh', 'V', 'Zr']",0.07495732458715,0.0684823747590801,0.2483577073744065,0.0792095922259636,0.0685395910687001,0.2510104998193831,0.0628467435203862,0.0657642595089275,0.1938305478784677,2.8434714363903133,2.864813081752943,2.3966703929596225,2.3966703929596225,rut,rut,rut
"['Ir', 'Pt', 'Ru', 'Sn', 'V']",0.0497640335553789,0.0580957157395293,0.2161169543445865,0.0496319946938988,0.0559874774370685,0.2124309300115712,,,,2.454406219785366,2.3978880441884964,,2.3978880441884964,bad,bad,bad
"['Hf', 'Ir', 'Mn', 'Nb', 'V']",0.0962048073908548,0.0795705362011164,0.2203724786439174,0.0981739409353162,0.0814694577107222,0.2098697645661069,0.0810478369647875,0.0720792458012293,0.1793629873308809,2.799688204814105,2.758304202959506,2.3981256341367105,2.3981256341367105,rut,rut,rut
"['Mn', 'Nb', 'Pb', 'Pt', 'Rh']",,,,0.0992059787605523,0.0796014176324605,0.1581826330320133,0.0909832996215102,0.0912837504872145,0.1283301444389742,,2.398693757771327,2.471687375442599,2.398693757771327,bad,rut,bad
"['Mn', 'Nb', 'Pb', 'Ru', 'Zr']",0.1227066058881455,0.0715779641008432,0.1808283117898739,0.1232812411698585,0.0831680723624216,0.1750667295871736,0.1104751831572526,0.0841165258198105,0.1909050291393398,2.399504675902409,2.5644676592873266,2.679351614053137,2.399504675902409,aPbO2,bad,aPbO2
"['Mn', 'Nb', 'Rh', 'Ru', 'Zr']",0.0839760767662205,0.0663808425735992,0.217108941110375,0.0832191714934779,0.0657434549226124,0.2142123692144721,0.0703063806933082,0.068217327027378,0.1888753816185115,2.5763566642822084,2.5455568061834613,2.3998480606167716,2.3998480606167716,rut,rut,bad
"['Pb', 'Rh', 'Ru', 'V', 'Zr']",0.1214398582039621,0.0679460319967926,0.1897946238505405,0.1190087220024463,0.0698573488142774,0.1978719938234895,,,,2.401982933194308,2.4887946283545124,,2.401982933194308,aPbO2,aPbO2,aPbO2
"['Ge', 'Hf', 'Pb', 'Rh', 'Zr']",0.1053382600792149,0.0507264895634436,0.2550207916942007,0.1081994914623688,0.0484250019079754,0.2521969324846161,0.0863552393788662,0.0498289371216035,0.2225991902014293,2.683605947113105,2.635798373729027,2.4038433629086975,2.4038433629086975,rut,rut,bad
"['Ce', 'Hf', 'Mn', 'Sn', 'Zr']",0.1064650367109343,0.0664343753647043,0.1934595811404129,,,,0.0853558478143124,0.0651267544623057,0.202789585206758,2.4043123038260568,,2.452042470528977,2.4043123038260568,aPbO2,aPbO2,rut
"['Ge', 'Ir', 'Pt', 'Ru', 'Sn']",0.0502054136954937,0.0557547016748066,0.2612288838029677,0.051053511954846,0.0551660121288878,0.264188228494546,0.0454442166369292,0.0594355167645239,0.2074076003132567,2.790092272718314,2.8082093638438352,2.4051887178139957,2.4051887178139957,rut,rut,bad
"['Ir', 'Rh', 'Ru', 'Sn', 'Zr']",0.0596315850443877,0.0549333341286831,0.260450113449108,0.0594124973641311,0.0642691084549372,0.2535788884407829,0.0496366622668916,0.0609779911633127,0.2047034443986099,2.7745035580424022,2.8294201922414497,2.4061913420196483,2.4061913420196483,rut,rut,aPbO2
"['Ir', 'Nb', 'Pt', 'Rh', 'Ti']",0.0568528456680339,0.0484049145005312,0.2641824150263204,0.0558809354225089,0.052186243706366,0.2724537074049095,0.0538268144982195,0.0553248738900234,0.2146151972171509,2.737712745442292,2.8461950392132764,2.4065362519311826,2.4065362519311826,rut,rut,aPbO2
"['Hf', 'Ir', 'Mn', 'V', 'Zr']",0.1033627645448236,0.0736507758887708,0.1766029315780933,0.1034642406350913,0.080485475525351,0.1673568956632913,0.0886505468868636,0.0858851488500966,0.1470373292377466,2.406590352054083,2.4693087340057316,2.456076676773282,2.406590352054083,aPbO2,rut,aPbO2
"['Ge', 'Hf', 'Ir', 'Pb', 'Zr']",0.1155153259528387,0.0659529467216629,0.2335751542503708,0.1176706016526902,0.0664178027495134,0.2293458510448907,0.0943985098026075,0.0531876838454086,0.2180663054898325,2.695175981344037,2.6692177211854666,2.4071590970223733,2.4071590970223733,rut,rut,rut
"['Nb', 'Pb', 'Rh', 'Sn', 'Ti']",0.1126385436881388,0.0653921921653261,0.2137544971941949,0.1144576870115587,0.0733115175692726,0.2098870845158544,0.1033474572335999,0.0723586234675546,0.1800386491431581,2.537082157655355,2.627619509154672,2.4072911141566626,2.4072911141566626,rut,rut,aPbO2
"['Ge', 'Hf', 'Pb', 'Pt', 'Ru']",0.1084688285307395,0.0615829005114065,0.2232542030126126,0.1073336344796297,0.0566762361431439,0.2124916846041429,,,,2.556362550068828,2.4073742344046627,,2.4073742344046627,bad,bad,bad
"['Mn', 'Nb', 'Pb', 'Pt', 'Zr']",0.1082736251065518,0.0876312191530998,0.1307331943153158,0.1095052280038172,0.088246250575423,0.1444317540915378,0.0984357083972988,0.0999994660895651,0.1311568678335234,2.4082828387835837,2.4888493275743544,2.6654164362285475,2.4082828387835837,aPbO2,aPbO2,aPbO2
"['Ge', 'Ir', 'Mn', 'Ru', 'Zr']",,,,0.0854817032251381,0.0749591121592015,0.2252248763407479,0.0705889504134713,0.0692317018149805,0.1879118611692078,,2.762674515518559,2.409330493708457,2.409330493708457,rut,rut,rut
"['Ge', 'Pb', 'Pt', 'Ru', 'Zr']",0.1153708979371561,0.0648905729616957,0.2298564579397634,,,,0.0937352165446544,0.0629733369616931,0.2013047092388404,2.6520980710708852,,2.409440842839464,2.409440842839464,rut,rut,rut
"['Ge', 'Mn', 'Nb', 'Ru', 'V']",0.0943568823360308,0.0605632585704142,0.2105225822283792,0.0867686801927013,0.0601985342163271,0.2226039419238368,0.0739092577348104,0.0704712669184687,0.1850619058643254,2.4445569794066957,2.532828901801274,2.409823550107522,2.409823550107522,rut,rut,bad
"['Ge', 'Hf', 'Rh', 'V', 'Zr']",0.0999403746145359,0.0585236452590778,0.2350976644398422,0.1020872213623064,0.0624393553055951,0.237463834216458,0.0828558186143217,0.0620447812922447,0.2032699918258451,2.609841595159647,2.678559184496528,2.4106286625290365,2.4106286625290365,rut,rut,aPbO2
"['Hf', 'Ir', 'Mn', 'Ru', 'Zr']",0.0784087273487919,0.0717749071335869,0.2183946687337098,0.0771416659215099,0.065879312310216,0.2217243217994948,0.065025067168184,0.0671801167947647,0.1929807067000254,2.6651535823552726,2.6038769782178957,2.412447779511303,2.412447779511303,rut,rut,bad
"['Ge', 'Ir', 'Rh', 'V', 'Zr']",0.0859806002109406,0.0612063587104196,0.2536591163146845,0.0840765236560606,0.0678616803369386,0.2529946088114364,0.0748515418210634,0.0625117242559154,0.2026606944267165,2.7919190266054903,2.871275531828896,2.4128099758303234,2.4128099758303234,rut,rut,aPbO2
"['Hf', 'Nb', 'Pb', 'Pt', 'Zr']",0.1267199949119261,0.0778682779039824,0.1658788825464384,0.1102739073990327,0.0789538119195423,0.1668794218819115,0.0954966411746946,0.0855217555199635,0.1831138772588261,2.413003392885849,2.438664460035604,2.6558552138835965,2.413003392885849,aPbO2,aPbO2,aPbO2
"['Ge', 'Ir', 'Sn', 'Ti', 'Zr']",0.0877299211226796,0.0551565966377304,0.2566983953391905,0.0889820714135539,0.0509559414251986,0.2452050115336156,0.0692201250999178,0.0559791202432889,0.2144001391195552,2.745826881329989,2.6037332679184506,2.413268671010591,2.413268671010591,rut,rut,bad
"['Nb', 'Rh', 'Sn', 'Ti', 'V']",0.0893143753754339,0.0560579566299638,0.2531504295132734,0.0893022925139019,0.0602340142351284,0.2514971219257305,0.0752615357105717,0.0636103448951531,0.2006714108190593,2.7267407904622383,2.7626255408672606,2.4140886316005763,2.4140886316005763,rut,rut,aPbO2
"['Ge', 'Ir', 'Ru', 'Ti', 'V']",0.0502169236532442,0.0532205960443271,0.2765052177810048,0.0504771073948021,0.0507631537730197,0.2799432353491966,0.0413360046318469,0.0559433534530627,0.2146912771299924,2.8911670891112577,2.8958400518735017,2.415100011753798,2.415100011753798,rut,rut,bad
"['Ru', 'Sn', 'Ti', 'V', 'Zr']",,,,0.0929221374619004,0.0506033944527299,0.2232152234473225,0.0759378303562542,0.0608510293234206,0.2081042877557585,,2.417893468364603,2.430143299652079,2.417893468364603,bad,rut,bad
"['Pt', 'Ru', 'Sn', 'V', 'Zr']",0.0713112428101473,0.0590622995882903,0.2099754221803486,0.0730103717333733,0.0585303368013119,0.2164511199150574,,,,2.419768747620797,2.4627639777398,,2.419768747620797,aPbO2,aPbO2,bad
"['Hf', 'Ir', 'Mn', 'Nb', 'Ti']",0.0990185331978603,0.0707291266417944,0.2059392870380541,0.0971742023427263,0.0727656304659191,0.2128658938488961,0.0846842629532989,0.0754718522047209,0.1738889741097942,2.559551667841905,2.640368054024993,2.420507561754914,2.420507561754914,rut,rut,aPbO2
"['Ge', 'Nb', 'Pt', 'Rh', 'Ti']",0.0722613425766673,0.0552130659350183,0.2592872897589785,0.0723625785386077,0.050907897359016,0.2581572890963144,0.0594675997742738,0.064138752163175,0.2005273700847794,2.7679374700927446,2.711961211951599,2.4208186624445185,2.4208186624445185,rut,rut,bad
"['Hf', 'Ir', 'Mn', 'Nb', 'Pt']",0.069580263771347,0.082854435144597,0.2111850063218824,0.0725836603737466,0.0895293105068892,0.214331025418123,0.0635619014351315,0.0793402912921108,0.1633393548464951,2.790039233568875,2.923181524430448,2.4243708237597184,2.4243708237597184,rut,rut,rut
"['Ge', 'Ir', 'Mn', 'Nb', 'Rh']",0.0658330134240614,0.0734406131129512,0.2350758438857887,0.06853232415894,0.0699638800695417,0.2246192828307634,0.0592808301850949,0.0750786106509527,0.1758440125570523,2.812234732408456,2.6840853531746904,2.4261999565497603,2.4261999565497603,rut,rut,bad
"['Ir', 'Mn', 'Nb', 'Ti', 'Zr']",0.1034744423744158,0.0730273220658976,0.2346568874180256,0.1044753091817662,0.0747567716283213,0.2166488401830058,0.0951362667153605,0.0699500525269955,0.1887349557084114,2.8031129188501045,2.698052697439839,2.4265495440206624,2.4265495440206624,rut,rut,rut
"['Nb', 'Pb', 'Sn', 'Ti', 'V']",0.1391071844741956,0.0750781520589112,0.1759613535944467,0.144154700515805,0.0753992359479692,0.1752396658444254,0.1199664580404575,0.0844792329475778,0.1844287694348438,2.4269461904739384,2.427870129813539,2.6452847921792135,2.4269461904739384,aPbO2,bad,aPbO2
"['Nb', 'Pt', 'Rh', 'Sn', 'V']",,,,0.0680529297817307,0.0533667372265724,0.2390169312247579,0.0627039422717835,0.0665599316852448,0.1966054432093628,,2.579551559657412,2.4287503780030284,2.4287503780030284,rut,rut,bad
"['Ge', 'Ru', 'Ti', 'V', 'Zr']",0.095375760418963,0.0527916568078667,0.2518531348586315,0.0940616256153728,0.0531585164839686,0.2579672675926098,0.0741746240016474,0.0573416371811272,0.2141658031721668,2.679303001016992,2.734358173362653,2.429219585512409,2.429219585512409,rut,rut,aPbO2
"['Hf', 'Nb', 'Pb', 'Rh', 'Zr']",0.1016106716349982,0.0624745517394587,0.205017712276949,0.1042404847225123,0.0653892917952664,0.2015023808158098,0.090458549349495,0.0780103301619224,0.1932879806166646,2.4298670503437005,2.446526267677735,2.58993247085479,2.4298670503437005,aPbO2,rut,aPbO2
"['Ge', 'Ir', 'Pb', 'Pt', 'Sn']",0.0926505245833612,0.0634095513061506,0.2141979994664843,0.0942017506889418,0.0638966031987295,0.2023082479667898,,,,2.5121971727637376,2.4303641524281763,,2.4303641524281763,bad,bad,aPbO2
"['Ge', 'Rh', 'Sn', 'V', 'Zr']",,,,0.0954941119920676,0.0577630143992781,0.2136246785855625,,,,,2.4305648092931507,,2.4305648092931507,bad,bad,bad
"['Ir', 'Pb', 'Pt', 'Ru', 'Zr']",0.0977273628031397,0.0740917299426796,0.2181868433878179,0.0989534184085723,0.074405423368439,0.2185631451739027,0.0840412813532496,0.071733676629736,0.1855112311016768,2.6988056813922374,2.7063099412334783,2.4335515898416693,2.4335515898416693,rut,rut,rut
"['Ir', 'Pb', 'Rh', 'Ru', 'Zr']",0.0988636503293967,0.0673261903222708,0.2081772615883935,0.1009651235755436,0.0658880906523806,0.210163950958146,0.0827765549495863,0.0691613698744273,0.1915795317799094,2.5241550715525305,2.5175700169658954,2.433689483959371,2.433689483959371,rut,rut,bad
"['Hf', 'Nb', 'Pb', 'Pt', 'Ti']",0.1220697758584553,0.0737982709261126,0.1880505653313783,,,,0.1140023698642363,0.0806632354495761,0.161597837369883,2.484736648708135,,2.4383404183872717,2.4383404183872717,rut,rut,aPbO2
"['Nb', 'Pt', 'Rh', 'Ru', 'V']",,,,0.0607925779350701,0.0548062010311081,0.251320665179157,0.0520886761605698,0.0616237776038919,0.207859367673965,,2.697378144031549,2.4391326791951538,2.4391326791951538,rut,rut,bad
"['Ge', 'Hf', 'Ir', 'Pt', 'Ru']",0.0541849596988295,0.0660755397551155,0.2516795857142426,0.0552247961087028,0.0639292593617846,0.2590220193227111,0.0472208208945501,0.0629712416405081,0.2054019846774025,2.837588352702128,2.8685686595257116,2.439877135703629,2.439877135703629,rut,rut,rut
"['Ge', 'Ir', 'Pb', 'Pt', 'Ru']",0.093676416030713,0.0702458694992726,0.2261409817410026,0.0942760641072275,0.0646751776477502,0.2209178512546571,0.0918063044721377,0.0720442583881598,0.185902543077978,2.6994791412375774,2.580855505636485,2.4413057210793556,2.4413057210793556,rut,rut,bad
"['Ce', 'Hf', 'Nb', 'Pb', 'Zr']",0.1479429487847787,0.0762754852825216,0.1752275199966213,,,,0.1168898217469916,0.0858459373069871,0.2254797202768763,2.443016245360745,,2.935865825931977,2.443016245360745,aPbO2,aPbO2,aPbO2
"['Ge', 'Mn', 'Nb', 'Pb', 'Pt']",0.1160523122863273,0.0748092402617752,0.1794455491350085,0.1167787884881297,0.0811476830016067,0.1810370514679171,0.1013740158044397,0.0846150847906233,0.1591679928389972,2.444865639373248,2.565105511341148,2.498163304036435,2.444865639373248,aPbO2,rut,aPbO2
"['Ir', 'Sn', 'Ti', 'V', 'Zr']",0.0875135405599531,0.0660342415023222,0.2205961539474934,0.0874004397675938,0.0630090820994734,0.2292758919916614,0.0721289147549515,0.0670791043600707,0.198160672316569,2.5975633763269257,2.6221610088849503,2.4478505022991426,2.4478505022991426,rut,rut,bad
"['Ge', 'Mn', 'Nb', 'Pb', 'V']",0.1644930066072148,0.0849439031616164,0.1490964208644428,0.1489652198884156,0.0880293107842423,0.1473212810115271,0.1238337279513734,0.0963765416103683,0.1363716843460722,2.448808484568365,2.4995555484720677,2.6136543767503273,2.448808484568365,aPbO2,rut,aPbO2
"['Mn', 'Nb', 'Pb', 'Rh', 'V']",0.1330327219064851,0.0866644058297085,0.1517245664693476,0.1325817903655705,0.0874059085626353,0.1524286531027584,0.1123066974731129,0.0909612530899644,0.1248523505894937,2.496295240834918,2.514456472804745,2.449158997255276,2.449158997255276,rut,rut,aPbO2
"['Ge', 'Pb', 'Rh', 'Ru', 'Zr']",0.1054293132183464,0.0560015184947506,0.2615209391380503,0.1226268089731268,0.0615737346556297,0.2472749834756612,0.09795723602288,0.0555265734201501,0.2196666409222288,2.7952711032486124,2.7452577720044014,2.4491610595350832,2.4491610595350832,rut,rut,rut
"['Ge', 'Pt', 'Ru', 'V', 'Zr']",0.0834712498116245,0.0623065918880216,0.2435675533818461,0.0813330924510205,0.0646384369880733,0.2292517813085545,0.0673352437301887,0.0634177638290995,0.2061584560374036,2.725023407709599,2.644010105661644,2.4519565153459646,2.4519565153459646,rut,rut,aPbO2
"['Ir', 'Nb', 'Pt', 'Rh', 'Ru']",0.0429277968587591,0.0518242556970425,0.2712130608490746,,,,0.0394362544062479,0.053631764502327,0.2229885750663975,2.8319637027878013,,2.452215738895523,2.452215738895523,rut,rut,aPbO2
"['Nb', 'Pt', 'Rh', 'Ru', 'Ti']",0.0566780930521126,0.0474524530708336,0.2724037337264413,0.0568217806595845,0.0515124361645857,0.2637916095779253,0.0552665374704701,0.0612799950597743,0.2102842140518142,2.7991518646985525,2.765865844047066,2.4526903308467944,2.4526903308467944,rut,rut,aPbO2
"['Ge', 'Hf', 'Ir', 'Sn', 'Zr']",0.0806269630498262,0.0524474831929205,0.2500185138240134,0.0801832824915105,0.0544796860431904,0.2570363796614366,0.0627552329488943,0.055938193290397,0.2199067613519496,2.6602297667998425,2.741086113978844,2.4562871895371665,2.4562871895371665,rut,rut,aPbO2
"['Ce', 'Hf', 'Sn', 'V', 'Zr']",0.1134107858103197,0.055472334492566,0.220753930985429,0.1141474205541364,0.0587207890285311,0.2158414742660021,0.0916329846573314,0.0566210097224225,0.2269989858735606,2.4571298595651574,2.4605486257429585,2.521357138046684,2.4571298595651574,aPbO2,bad,aPbO2
"['Ir', 'Pb', 'Ru', 'Sn', 'Ti']",0.110138253136739,0.0633417755298753,0.2185904454537819,0.1055534735640936,0.0619083641784795,0.2279055492189542,0.0950429010857327,0.062605323614763,0.2085292658803013,2.5445794774989685,2.5968187384833104,2.4580748042677034,2.4580748042677034,rut,rut,bad
"['Nb', 'Pb', 'Pt', 'Ti', 'Zr']",0.1280843115417075,0.0773074710965916,0.1901817169688321,0.1265394937771842,0.0749007160984192,0.1813020618612291,0.131445742774651,0.0792511671288504,0.1832861297462848,2.557583606953722,2.4585336066238686,2.5461127591324884,2.4585336066238686,bad,bad,bad
"['Hf', 'Nb', 'Rh', 'Sn', 'Zr']",0.0814675163811302,0.0541836578246642,0.261391075111603,0.0794091631112463,0.0553014613986951,0.2557385691806779,0.0639370362078502,0.0611313396662396,0.2114717184777241,2.7741241047495677,2.7395046054505823,2.459662858402803,2.459662858402803,rut,rut,aPbO2
"['Hf', 'Mn', 'Nb', 'Pb', 'Rh']",0.0979244889648947,0.0727355296198152,0.1999797433549091,0.0993829375639222,0.0696660759909079,0.1941775086264144,0.0856384909581153,0.0842568172208216,0.1680416538387177,2.5490053205174323,2.4598356989082166,2.5425367798359795,2.4598356989082166,bad,rut,bad
"['Nb', 'Pb', 'Pt', 'Rh', 'Sn']",0.0897257301457977,0.0695342828532317,0.2100654159105232,0.091010423267447,0.0708604728778261,0.2111004552722761,0.0780124918824713,0.0731252329166596,0.1861007952521333,2.5709887204331934,2.5985600308681795,2.460501208085993,2.460501208085993,rut,rut,aPbO2
"['Ir', 'Mn', 'Nb', 'Pt', 'Sn']",0.0676209004172646,0.075980764411016,0.2127388439355037,0.0682668581149708,0.0829513872605548,0.2212841320944058,0.0631929257644767,0.0782113048353345,0.1726845233689381,2.6895308880540587,2.8601602853941586,2.461045042594891,2.461045042594891,rut,rut,aPbO2
"['Hf', 'Mn', 'Nb', 'Ru', 'Zr']",0.0958931982061999,0.0616420783705388,0.217589691411193,0.0991549658408229,0.0650073427064614,0.2046778390303117,0.08568093326249,0.0840967075867372,0.2067121866015313,2.513495326212826,2.464154535754902,2.7810631627902755,2.464154535754902,bad,bad,aPbO2
"['Ge', 'Hf', 'Pb', 'Ru', 'V']",0.1174902610549716,0.0686627585130073,0.2229017784829302,0.1325192733224112,0.0698394173897176,0.2237417376592255,0.1051456834487082,0.0690257491525131,0.1963477336558874,2.65245795920311,2.675765672270349,2.4650323422028833,2.4650323422028833,rut,rut,aPbO2
"['Hf', 'Nb', 'Pb', 'Pt', 'Rh']",0.0922927760311279,0.0725077515994597,0.2083003369923552,0.0949988581643732,0.0718456424667173,0.200047148491172,0.0854717230095588,0.0815165936312843,0.1636364742554299,2.6038741204291345,2.5353568166122677,2.4660709135557473,2.4660709135557473,rut,rut,bad
"['Ge', 'Rh', 'Ru', 'V', 'Zr']",0.0880514792347728,0.0576156118376309,0.2513711351516953,0.0869425895107268,0.0535953293169757,0.2425238512615244,0.0748183756365837,0.0603094645887973,0.2138942043405968,2.730259366394124,2.6110248847354756,2.4669036422257893,2.4669036422257893,rut,rut,bad
"['Ir', 'Pt', 'Sn', 'V', 'Zr']",0.0689188610571975,0.0680859349218485,0.2099697016303643,0.0702178479034544,0.0631784648483178,0.208751600877229,,,,2.5485701227244695,2.467910036857359,,2.467910036857359,bad,bad,bad
"['Hf', 'Nb', 'Pt', 'Rh', 'Sn']",0.0603732339323086,0.0563374180105569,0.2456707120910181,0.0611422706524584,0.0600582263849924,0.2464348478201827,0.0497124757361571,0.0683416981009142,0.1984036620379214,2.6686785402599638,2.7197093124230727,2.4689901139701513,2.4689901139701513,rut,rut,aPbO2
"['Hf', 'Ir', 'Pb', 'Pt', 'Ru']",0.0914944951375658,0.0719400734029797,0.1931713004103215,0.0944069577655265,0.0735220766075462,0.1907112218384867,0.0812538231301526,0.0796886741738642,0.1697777757036903,2.4891561030677334,2.4981117159644572,2.469542290022349,2.469542290022349,rut,rut,aPbO2
"['Ge', 'Ir', 'Sn', 'V', 'Zr']",0.0860457684722948,0.0655245611981734,0.2551287000956755,0.0880227795624383,0.0628073534066953,0.2551904014333182,0.0716615825005232,0.0591735804838346,0.2162408801631464,2.8576973275770503,2.8239459842979606,2.469693034936453,2.469693034936453,rut,rut,rut
"['Ge', 'Pb', 'Ru', 'Sn', 'Zr']",0.1184564473376178,0.056694269617621,0.2205706365265605,0.1127881204167276,0.056022345426875,0.2348189256403891,0.0929218045991431,0.0575856840398062,0.226460639364695,2.4711912289596145,2.5767816526891627,2.5292424335651855,2.4711912289596145,aPbO2,aPbO2,bad
"['Ge', 'Ir', 'Rh', 'Sn', 'Zr']",0.0747417940452196,0.0574538235331463,0.25762991747224,0.0763260107534915,0.0549977166359406,0.261744244022335,0.0630172307090302,0.0552341386462392,0.2232032450212351,2.7796360397591577,2.785988938869776,2.4736982017257647,2.4736982017257647,rut,rut,bad
"['Ge', 'Pb', 'Ru', 'V', 'Zr']",0.1378196403183168,0.0677349979658946,0.2204513345983976,0.1377129919727555,0.0777401175155877,0.2259303236894744,0.1098501244789417,0.0646042892375038,0.207219011399497,2.62080292398263,2.810252598820241,2.477036845137035,2.477036845137035,rut,rut,rut
"['Nb', 'Pb', 'Rh', 'Ti', 'Zr']",0.1251541264578488,0.0638893230184681,0.2145713201271853,0.1239374945495472,0.0731264043193484,0.2181944187909714,0.1088050074073797,0.0716012450915015,0.1922728985354062,2.521785468192712,2.6841302123848427,2.4775110091063928,2.4775110091063928,rut,rut,aPbO2
"['Ge', 'Hf', 'Rh', 'Ru', 'Zr']",0.0833224270599943,0.0462457352816531,0.2653676235830474,0.0835139462644641,0.0486430482532531,0.267931092829626,0.0664405322734521,0.0485305085186381,0.2333654833626227,2.7270299897114763,2.7721503855056513,2.4783956388965525,2.4783956388965525,rut,rut,aPbO2
"['Hf', 'Nb', 'Pb', 'Rh', 'Sn']",0.0936513265662832,0.0688593826342593,0.1987858912481456,0.0965778601638423,0.0755437912518673,0.201329398733624,0.0858757000864505,0.0918124600718643,0.1675946737905192,2.4797178883904323,2.6034165257516477,2.682055870967288,2.4797178883904323,aPbO2,rut,aPbO2
"['Ir', 'Pb', 'Ru', 'Sn', 'Zr']",0.0980364579860716,0.0736740766719545,0.2415195521519457,0.0985469921323508,0.0808396624659101,0.2364160898871809,0.0864535819571401,0.0677092134936274,0.2013604662816796,2.863582780743336,2.9328465921975675,2.480463727106219,2.480463727106219,rut,rut,rut
"['Ir', 'Mn', 'Nb', 'Pt', 'Ru']",,,,0.0608894314001873,0.0639592265610233,0.225673318032193,0.0526102758557908,0.0697356575632017,0.1970417271355842,,2.607244458031145,2.481038220938973,2.481038220938973,rut,rut,bad
"['Ce', 'Mn', 'Sn', 'Ti', 'Zr']",0.1296016345776114,0.0660018294625906,0.2050992709276435,0.1289327956466937,0.0677664933430053,0.2053021568543606,0.1129100723807058,0.0776988513950786,0.2243350004103654,2.481946883892854,2.5098101136156292,2.7982591988612735,2.481946883892854,aPbO2,aPbO2,aPbO2
"['Hf', 'Ir', 'Pt', 'V', 'Zr']",0.0679004709084049,0.0721353653661189,0.2259250308808653,,,,0.055762386450907,0.0729302684361569,0.1898942238697721,2.7255518856749634,,2.4828684299644688,2.4828684299644688,rut,rut,aPbO2
"['Ce', 'Hf', 'Mn', 'Nb', 'Pb']",0.1260496745270173,0.0847162399464388,0.2021357772175427,0.1244778288020866,0.0756131122525412,0.1832321363235586,0.1176589930337968,0.0779447302066954,0.2193501796951032,2.7616617879325585,2.483262341838653,2.766860561191421,2.483262341838653,bad,bad,bad
"['Hf', 'Ir', 'Mn', 'Nb', 'Pb']",0.1123761102391611,0.094176803081612,0.1862222150059544,0.1127786969358151,0.0912947272116695,0.1898338158926627,0.1011014948655957,0.0832606479022957,0.1612213128675272,2.8325091974910674,2.800943191307021,2.4844082251644295,2.4844082251644295,rut,rut,rut
"['Ce', 'Hf', 'Mn', 'Nb', 'Zr']",0.1214166875474529,0.0788417212613232,0.1747326609129317,,,,0.108963588879507,0.0791923814476409,0.1934803361881819,2.4849688536905363,,2.6111344003190453,2.4849688536905363,aPbO2,aPbO2,aPbO2
"['Nb', 'Pb', 'Rh', 'Sn', 'Zr']",0.1020987841788526,0.075386737848969,0.2022633218122045,0.1020348664477693,0.073387561718793,0.2040729149822731,0.0999375164292191,0.0763804320561255,0.1815317142349606,2.6072917812671634,2.5878983607987402,2.4852909045115545,2.4852909045115545,rut,rut,bad
"['Ge', 'Ir', 'Ru', 'Sn', 'V']",0.0621569501139463,0.0558516369999948,0.2751300667069216,0.0620781533278745,0.0576660890757188,0.276574362741556,0.0519773811744051,0.0569664408403498,0.2219249978758483,2.9071814399663265,2.93892327892252,2.48539331602356,2.48539331602356,rut,rut,aPbO2
"['Hf', 'Mn', 'Nb', 'Pb', 'Ru']",0.1186704049731028,0.0805936993626199,0.1813351397568631,0.1156121375765315,0.0772145416418182,0.1793454653148423,0.1065427720630379,0.0860120496030436,0.1715264373674962,2.5572154864878343,2.4855986857021635,2.5954098677519006,2.4855986857021635,bad,rut,bad
"['Mn', 'Nb', 'Pb', 'Pt', 'Ru']",0.1115936872190595,0.0852147148540835,0.1792095249891247,0.1105647787176613,0.082430737947809,0.1641953264025801,0.0974766019642028,0.0884708820590386,0.1528316694727976,2.6265749636072035,2.486235681601443,2.537302204988668,2.486235681601443,bad,rut,bad
"['Hf', 'Ir', 'Sn', 'V', 'Zr']",0.0763259777157839,0.0659465874371395,0.2211660919888992,0.0775235352947075,0.0615607800032478,0.2234209064077809,0.0560885724002458,0.0743405038783587,0.1869984568116528,2.6006159936401945,2.5573563521356797,2.486714333222654,2.486714333222654,rut,rut,bad
"['Nb', 'Pb', 'Rh', 'Ti', 'V']",,,,0.131743216013118,0.0652905112950097,0.2073128695445561,0.1148270804504123,0.0778426270435197,0.1780400356558701,,2.487748703627376,2.488206991940959,2.487748703627376,bad,rut,bad
"['Nb', 'Pb', 'Pt', 'Rh', 'V']",0.1183038402325181,0.0757743023699787,0.1875035629231007,0.1143239080474807,0.073307214098224,0.1901154735307557,,,,2.514081629881119,2.490551216246149,,2.490551216246149,bad,aPbO2,bad
